user_id,register_date,gender,age_group,device,province,city,address,occupation,user_segment
U000287,2025-11-23,M,18-24,ios,河南省,郑州市,河南省郑州市鼓楼区,教师,member
U000288,2025-12-26,F,18-24,windows,湖北省,武汉市,湖北省武汉市鼓楼区,其他,member
U000289,2025-10-09,F,45-54,mac,河南省,郑州市,河南省郑州市朝阳区,学生,member
U000290,2025-11-06,F,25-34,android,福建省,厦门市,福建省厦门市西湖区,设计师,member
U000291,2025-12-11,F,35-44,mac,四川省,成都市,四川省成都市浦东新区,学生,member
U000292,2025-09-09,F,35-44,android,福建省,厦门市,福建省厦门市武侯区,自由职业,member
U000293,2025-09-21,M,45-54,android,广东省,深圳市,广东省深圳市南山区,医务工作者,member
U000294,2025-10-26,M,35-44,android,广东省,深圳市,广东省深圳市浦东新区,其他,member
U000295,2025-09-07,F,35-44,android,福建省,厦门市,福建省厦门市朝阳区,自由职业,member
U000296,2025-09-17,F,25-34,mac,江苏省,南京市,江苏省南京市浦东新区,自由职业,member
U000297,2025-08-09,M,18-24,mac,江苏省,南京市,江苏省南京市西湖区,医务工作者,member
U000298,2025-08-12,F,25-34,ios,江苏省,南京市,江苏省南京市鼓楼区,教师,member
U000299,2025-12-20,M,35-44,ios,广东省,深圳市,广东省深圳市武侯区,学生,member
U000300,2025-12-10,M,18-24,android,湖北省,武汉市,湖北省武汉市朝阳区,设计师,member
U000301,2025-12-25,F,18-24,mac,湖北省,武汉市,湖北省武汉市武侯区,企业管理,member
U000302,2025-12-28,F,35-44,windows,浙江省,杭州市,浙江省杭州市鼓楼区,其他,member
U000303,2025-09-18,M,35-44,android,北京市,北京市,北京市北京市南山区,学生,member
U000304,2025-12-28,F,25-34,mac,湖北省,武汉市,湖北省武汉市朝阳区,教师,member
U000305,2025-11-20,M,25-34,ios,上海市,上海市,上海市上海市南山区,自由职业,member
U000306,2025-11-22,M,45-54,ios,福建省,厦门市,福建省厦门市朝阳区,教师,member
U000307,2025-12-06,M,45-54,windows,四川省,成都市,四川省成都市浦东新区,自由职业,member
U000308,2025-11-26,F,18-24,mac,北京市,北京市,北京市北京市西湖区,学生,member
U000309,2025-09-11,M,45-54,android,湖北省,武汉市,湖北省武汉市武侯区,设计师,member
U000310,2025-10-24,M,35-44,mac,江苏省,南京市,江苏省南京市鼓楼区,自由职业,member
U000311,2025-11-01,F,35-44,ios,上海市,上海市,上海市上海市南山区,制造业,member
U000312,2025-12-10,M,35-44,android,湖北省,武汉市,湖北省武汉市武侯区,医务工作者,member
U000313,2025-12-01,M,18-24,ios,上海市,上海市,上海市上海市武侯区,企业管理,member
U000314,2025-08-05,M,35-44,android,浙江省,杭州市,浙江省杭州市武侯区,自由职业,member
U000315,2025-09-01,M,45-54,android,江苏省,南京市,江苏省南京市南山区,互联网从业者,member
U000316,2025-10-13,M,25-34,mac,河南省,郑州市,河南省郑州市武侯区,制造业,member
U000317,2025-11-27,M,18-24,ios,广东省,深圳市,广东省深圳市朝阳区,自由职业,member
U000318,2025-11-14,M,35-44,windows,四川省,成都市,四川省成都市朝阳区,金融从业者,member
U000319,2025-12-17,F,25-34,mac,四川省,成都市,四川省成都市武侯区,学生,member
U000320,2025-09-06,F,45-54,android,四川省,成都市,四川省成都市鼓楼区,医务工作者,member
U000321,2025-08-02,M,45-54,ios,四川省,成都市,四川省成都市浦东新区,互联网从业者,member
U000322,2025-10-17,M,45-54,ios,广东省,深圳市,广东省深圳市武侯区,学生,member
U000323,2025-08-13,M,25-34,android,湖北省,武汉市,湖北省武汉市南山区,自由职业,member
U000324,2025-09-15,M,25-34,android,福建省,厦门市,福建省厦门市武侯区,企业管理,member
U000325,2025-08-14,M,45-54,mac,福建省,厦门市,福建省厦门市南山区,制造业,member
U000326,2025-12-02,M,25-34,windows,河南省,郑州市,河南省郑州市南山区,自由职业,member
U000327,2025-10-23,M,18-24,mac,北京市,北京市,北京市北京市武侯区,企业管理,member
U000328,2025-12-07,F,45-54,mac,湖北省,武汉市,湖北省武汉市武侯区,互联网从业者,member
U000329,2025-09-24,F,35-44,ios,上海市,上海市,上海市上海市浦东新区,医务工作者,member
U000330,2025-08-12,M,18-24,ios,河南省,郑州市,河南省郑州市南山区,医务工作者,member
U000331,2025-09-05,M,18-24,ios,福建省,厦门市,福建省厦门市朝阳区,学生,member
U000332,2025-12-02,M,18-24,windows,广东省,深圳市,广东省深圳市南山区,制造业,member
U000333,2025-09-04,M,18-24,android,广东省,深圳市,广东省深圳市浦东新区,企业管理,member
U000334,2025-09-02,F,35-44,windows,福建省,厦门市,福建省厦门市西湖区,自由职业,member
U000335,2025-08-12,F,35-44,windows,北京市,北京市,北京市北京市鼓楼区,教师,member
U000336,2025-12-15,M,45-54,mac,山东省,青岛市,山东省青岛市西湖区,教师,member
U000337,2025-10-20,M,35-44,mac,福建省,厦门市,福建省厦门市鼓楼区,企业管理,member
U000338,2025-11-07,F,35-44,android,上海市,上海市,上海市上海市浦东新区,其他,member
U000339,2025-12-27,F,25-34,mac,山东省,青岛市,山东省青岛市西湖区,学生,member
U000340,2025-12-05,F,45-54,windows,江苏省,南京市,江苏省南京市鼓楼区,企业管理,member
U000341,2025-12-09,M,25-34,ios,江苏省,南京市,江苏省南京市武侯区,设计师,member
U000342,2025-08-04,M,18-24,mac,福建省,厦门市,福建省厦门市南山区,自由职业,member
U000343,2025-08-12,M,35-44,android,江苏省,南京市,江苏省南京市南山区,其他,member
U000344,2025-12-09,M,45-54,windows,湖北省,武汉市,湖北省武汉市西湖区,金融从业者,member
U000345,2025-10-04,F,45-54,mac,河南省,郑州市,河南省郑州市浦东新区,医务工作者,member
U000346,2025-11-23,F,45-54,windows,山东省,青岛市,山东省青岛市浦东新区,金融从业者,member
U000347,2025-08-27,F,35-44,mac,河南省,郑州市,河南省郑州市鼓楼区,企业管理,member
U000348,2025-11-07,M,18-24,ios,北京市,北京市,北京市北京市南山区,学生,member
U000349,2025-08-20,M,35-44,ios,浙江省,杭州市,浙江省杭州市西湖区,制造业,member
U000350,2025-10-07,F,45-54,windows,福建省,厦门市,福建省厦门市浦东新区,医务工作者,member
U000351,2025-10-01,M,45-54,windows,河南省,郑州市,河南省郑州市西湖区,制造业,member
U000352,2025-11-03,M,35-44,android,四川省,成都市,四川省成都市西湖区,教师,member
U000353,2025-10-27,F,25-34,windows,河南省,郑州市,河南省郑州市朝阳区,医务工作者,member
U000354,2025-09-08,F,25-34,mac,上海市,上海市,上海市上海市朝阳区,医务工作者,member
U000355,2025-08-15,M,25-34,windows,浙江省,杭州市,浙江省杭州市鼓楼区,企业管理,member
U000356,2025-09-27,M,35-44,ios,福建省,厦门市,福建省厦门市鼓楼区,互联网从业者,member
U000357,2025-11-06,M,45-54,ios,北京市,北京市,北京市北京市朝阳区,医务工作者,member
U000358,2025-08-17,M,45-54,ios,福建省,厦门市,福建省厦门市鼓楼区,教师,member
U000359,2025-10-20,M,25-34,android,山东省,青岛市,山东省青岛市鼓楼区,制造业,member
U000360,2025-12-19,M,18-24,android,山东省,青岛市,山东省青岛市朝阳区,教师,member
U000361,2025-10-06,F,45-54,windows,北京市,北京市,北京市北京市朝阳区,制造业,member
U000362,2025-12-25,M,18-24,ios,广东省,深圳市,广东省深圳市武侯区,其他,member
U000363,2025-11-07,M,18-24,ios,山东省,青岛市,山东省青岛市鼓楼区,企业管理,member
U000364,2025-12-03,F,18-24,mac,江苏省,南京市,江苏省南京市南山区,互联网从业者,member
U000365,2025-11-01,F,25-34,ios,四川省,成都市,四川省成都市西湖区,自由职业,member
U000366,2025-09-19,M,18-24,android,上海市,上海市,上海市上海市西湖区,其他,member
U000367,2025-12-05,M,18-24,ios,江苏省,南京市,江苏省南京市西湖区,企业管理,member
U000368,2025-09-28,M,25-34,mac,广东省,深圳市,广东省深圳市武侯区,自由职业,member
U000369,2025-12-05,F,25-34,ios,江苏省,南京市,江苏省南京市西湖区,学生,member
U000370,2025-12-08,M,25-34,android,河南省,郑州市,河南省郑州市南山区,医务工作者,member
U000371,2025-12-27,F,25-34,windows,上海市,上海市,上海市上海市西湖区,制造业,member
U000372,2025-11-26,F,45-54,ios,河南省,郑州市,河南省郑州市南山区,学生,member
U000373,2025-11-15,F,45-54,ios,福建省,厦门市,福建省厦门市鼓楼区,互联网从业者,member
U000374,2025-11-02,F,18-24,android,山东省,青岛市,山东省青岛市浦东新区,金融从业者,member
U000375,2025-11-12,M,18-24,ios,浙江省,杭州市,浙江省杭州市鼓楼区,金融从业者,member
U000376,2025-12-10,F,35-44,windows,北京市,北京市,北京市北京市浦东新区,教师,member
U000377,2025-11-11,F,25-34,windows,四川省,成都市,四川省成都市朝阳区,制造业,member
U000378,2025-09-07,F,25-34,ios,浙江省,杭州市,浙江省杭州市南山区,其他,member
U000379,2025-08-23,M,45-54,mac,江苏省,南京市,江苏省南京市西湖区,教师,member
U000380,2025-09-20,F,35-44,windows,湖北省,武汉市,湖北省武汉市武侯区,制造业,member
U000381,2025-10-11,F,18-24,windows,广东省,深圳市,广东省深圳市鼓楼区,互联网从业者,member
U000382,2025-08-23,F,18-24,mac,浙江省,杭州市,浙江省杭州市浦东新区,金融从业者,member
U000383,2025-11-19,M,25-34,android,上海市,上海市,上海市上海市浦东新区,制造业,member
U000384,2025-11-07,M,25-34,ios,河南省,郑州市,河南省郑州市西湖区,学生,member
U000385,2025-11-18,F,25-34,ios,北京市,北京市,北京市北京市西湖区,制造业,member
U000386,2025-12-23,F,45-54,windows,福建省,厦门市,福建省厦门市南山区,医务工作者,member
U000387,2025-10-03,M,25-34,mac,河南省,郑州市,河南省郑州市浦东新区,制造业,member
U000388,2025-10-04,M,18-24,windows,河南省,郑州市,河南省郑州市鼓楼区,医务工作者,member
U000389,2025-11-15,F,45-54,ios,广东省,深圳市,广东省深圳市朝阳区,互联网从业者,member
U000390,2025-08-03,F,18-24,android,上海市,上海市,上海市上海市武侯区,互联网从业者,member
U000391,2025-12-12,M,25-34,mac,江苏省,南京市,江苏省南京市浦东新区,自由职业,member
U000392,2025-10-12,F,45-54,mac,河南省,郑州市,河南省郑州市武侯区,设计师,member
U000393,2025-12-27,F,25-34,mac,湖北省,武汉市,湖北省武汉市鼓楼区,设计师,member
U000394,2025-08-11,F,45-54,mac,广东省,深圳市,广东省深圳市鼓楼区,医务工作者,member
U000395,2025-11-14,M,35-44,windows,上海市,上海市,上海市上海市朝阳区,企业管理,member
U000396,2025-11-03,F,45-54,windows,浙江省,杭州市,浙江省杭州市浦东新区,教师,member
U000397,2025-11-04,M,25-34,mac,江苏省,南京市,江苏省南京市浦东新区,制造业,member
U000398,2025-09-09,M,45-54,mac,河南省,郑州市,河南省郑州市南山区,医务工作者,member
U000399,2025-10-11,F,25-34,mac,江苏省,南京市,江苏省南京市西湖区,企业管理,member
U000400,2025-11-26,F,45-54,mac,广东省,深圳市,广东省深圳市西湖区,教师,member
U000401,2025-09-19,M,35-44,android,浙江省,杭州市,浙江省杭州市浦东新区,设计师,member
U000402,2025-10-13,F,18-24,mac,福建省,厦门市,福建省厦门市浦东新区,教师,member
U000403,2025-12-22,F,45-54,windows,湖北省,武汉市,湖北省武汉市西湖区,互联网从业者,member
U000404,2025-12-20,M,25-34,mac,广东省,深圳市,广东省深圳市南山区,医务工作者,member
U000405,2025-08-17,F,25-34,windows,福建省,厦门市,福建省厦门市南山区,其他,member
U000406,2025-09-06,F,18-24,ios,上海市,上海市,上海市上海市西湖区,教师,member
U000407,2025-09-16,M,25-34,windows,广东省,深圳市,广东省深圳市南山区,医务工作者,member
U000408,2025-11-28,F,45-54,windows,北京市,北京市,北京市北京市鼓楼区,互联网从业者,member
U000409,2025-09-08,M,25-34,android,四川省,成都市,四川省成都市浦东新区,金融从业者,member
U000410,2025-11-26,M,35-44,mac,江苏省,南京市,江苏省南京市鼓楼区,互联网从业者,member
U000411,2025-09-03,M,45-54,mac,江苏省,南京市,江苏省南京市鼓楼区,其他,member
U000412,2025-12-10,M,18-24,android,山东省,青岛市,山东省青岛市武侯区,互联网从业者,member
U000413,2025-08-16,M,35-44,mac,四川省,成都市,四川省成都市鼓楼区,其他,member
U000414,2025-10-21,M,45-54,android,四川省,成都市,四川省成都市武侯区,设计师,member
U000415,2025-08-04,F,25-34,windows,浙江省,杭州市,浙江省杭州市浦东新区,制造业,member
U000416,2025-09-04,F,25-34,ios,浙江省,杭州市,浙江省杭州市南山区,医务工作者,member
U000417,2025-11-17,F,18-24,ios,北京市,北京市,北京市北京市鼓楼区,金融从业者,member
U000418,2025-08-22,M,35-44,android,山东省,青岛市,山东省青岛市南山区,金融从业者,member
U000419,2025-08-22,M,45-54,android,湖北省,武汉市,湖北省武汉市朝阳区,金融从业者,member
U000420,2025-10-19,F,45-54,android,湖北省,武汉市,湖北省武汉市鼓楼区,互联网从业者,member
U000421,2025-12-28,F,18-24,android,北京市,北京市,北京市北京市武侯区,学生,regular
U000422,2025-09-02,M,18-24,windows,湖北省,武汉市,湖北省武汉市鼓楼区,学生,regular
U000423,2025-11-17,F,45-54,windows,浙江省,杭州市,浙江省杭州市浦东新区,学生,regular
U000424,2025-09-03,M,18-24,mac,上海市,上海市,上海市上海市南山区,企业管理,regular
U000425,2025-08-19,M,35-44,android,四川省,成都市,四川省成都市朝阳区,医务工作者,regular
U000426,2025-10-12,F,18-24,windows,广东省,深圳市,广东省深圳市鼓楼区,医务工作者,regular
U000427,2025-09-13,M,45-54,ios,福建省,厦门市,福建省厦门市鼓楼区,医务工作者,regular
U000428,2025-12-15,M,25-34,mac,浙江省,杭州市,浙江省杭州市西湖区,学生,regular
U000429,2025-08-01,M,25-34,mac,四川省,成都市,四川省成都市朝阳区,企业管理,regular
U000430,2025-11-18,F,18-24,ios,福建省,厦门市,福建省厦门市鼓楼区,制造业,regular
U000431,2025-12-20,M,18-24,ios,山东省,青岛市,山东省青岛市南山区,互联网从业者,regular
U000432,2025-08-26,F,35-44,ios,河南省,郑州市,河南省郑州市南山区,医务工作者,regular
U000433,2025-12-22,M,35-44,android,北京市,北京市,北京市北京市西湖区,设计师,regular
U000434,2025-12-10,F,18-24,mac,北京市,北京市,北京市北京市鼓楼区,学生,regular
U000435,2025-11-27,F,25-34,android,河南省,郑州市,河南省郑州市武侯区,自由职业,regular
U000436,2025-10-03,F,18-24,ios,河南省,郑州市,河南省郑州市鼓楼区,金融从业者,regular
U000437,2025-09-02,F,18-24,windows,北京市,北京市,北京市北京市南山区,学生,regular
U000438,2025-12-04,F,45-54,windows,福建省,厦门市,福建省厦门市浦东新区,企业管理,regular
U000439,2025-11-11,F,25-34,mac,福建省,厦门市,福建省厦门市朝阳区,设计师,regular
U000440,2025-08-24,M,45-54,android,河南省,郑州市,河南省郑州市南山区,医务工作者,regular
U000441,2025-09-12,F,45-54,android,江苏省,南京市,江苏省南京市浦东新区,设计师,regular
U000442,2025-12-13,F,25-34,ios,湖北省,武汉市,湖北省武汉市西湖区,医务工作者,regular
U000443,2025-09-12,F,35-44,android,上海市,上海市,上海市上海市西湖区,自由职业,regular
U000444,2025-10-21,F,25-34,android,广东省,深圳市,广东省深圳市武侯区,设计师,regular
U000445,2025-10-23,M,25-34,mac,福建省,厦门市,福建省厦门市西湖区,互联网从业者,regular
U000446,2025-09-16,F,18-24,ios,四川省,成都市,四川省成都市西湖区,金融从业者,regular
U000447,2025-10-26,M,18-24,ios,上海市,上海市,上海市上海市鼓楼区,学生,regular
U000448,2025-08-10,F,25-34,ios,江苏省,南京市,江苏省南京市鼓楼区,制造业,regular
U000449,2025-12-13,M,25-34,android,上海市,上海市,上海市上海市浦东新区,制造业,regular
U000450,2025-10-21,F,25-34,windows,四川省,成都市,四川省成都市朝阳区,自由职业,regular
U000451,2025-12-04,F,18-24,mac,湖北省,武汉市,湖北省武汉市朝阳区,自由职业,regular
U000452,2025-09-03,M,18-24,mac,江苏省,南京市,江苏省南京市浦东新区,教师,regular
U000453,2025-09-04,M,25-34,android,四川省,成都市,四川省成都市西湖区,教师,regular
U000454,2025-11-03,M,25-34,mac,河南省,郑州市,河南省郑州市朝阳区,企业管理,regular
U000455,2025-12-21,M,25-34,android,湖北省,武汉市,湖北省武汉市西湖区,企业管理,regular
U000456,2025-12-07,M,25-34,ios,北京市,北京市,北京市北京市浦东新区,互联网从业者,regular
U000457,2025-12-25,M,35-44,mac,广东省,深圳市,广东省深圳市南山区,互联网从业者,regular
U000458,2025-08-17,M,45-54,android,湖北省,武汉市,湖北省武汉市朝阳区,制造业,regular
U000459,2025-08-21,M,18-24,ios,湖北省,武汉市,湖北省武汉市鼓楼区,医务工作者,regular
U000460,2025-11-01,F,45-54,ios,上海市,上海市,上海市上海市浦东新区,学生,regular
U000461,2025-11-07,F,45-54,ios,福建省,厦门市,福建省厦门市南山区,制造业,regular
U000462,2025-12-04,F,45-54,ios,北京市,北京市,北京市北京市鼓楼区,教师,regular
U000463,2025-10-17,F,45-54,ios,浙江省,杭州市,浙江省杭州市鼓楼区,学生,regular
U000464,2025-09-15,M,35-44,android,浙江省,杭州市,浙江省杭州市鼓楼区,教师,regular
U000465,2025-09-01,M,18-24,android,山东省,青岛市,山东省青岛市南山区,制造业,regular
U000466,2025-08-15,M,25-34,mac,河南省,郑州市,河南省郑州市鼓楼区,自由职业,regular
U000467,2025-11-04,F,35-44,mac,湖北省,武汉市,湖北省武汉市鼓楼区,金融从业者,regular
U000468,2025-08-20,F,25-34,mac,福建省,厦门市,福建省厦门市鼓楼区,教师,regular
U000469,2025-12-15,F,45-54,ios,广东省,深圳市,广东省深圳市西湖区,学生,regular
U000470,2025-08-12,F,35-44,windows,湖北省,武汉市,湖北省武汉市朝阳区,设计师,regular
U000471,2025-11-14,F,18-24,mac,上海市,上海市,上海市上海市浦东新区,教师,regular
U000472,2025-12-12,F,25-34,ios,广东省,深圳市,广东省深圳市武侯区,互联网从业者,regular
U000473,2025-09-11,M,18-24,android,河南省,郑州市,河南省郑州市武侯区,制造业,regular
U000474,2025-10-11,M,45-54,ios,山东省,青岛市,山东省青岛市西湖区,设计师,regular
U000475,2025-08-09,M,18-24,ios,福建省,厦门市,福建省厦门市朝阳区,其他,regular
U000476,2025-12-13,M,45-54,windows,浙江省,杭州市,浙江省杭州市朝阳区,医务工作者,regular
U000477,2025-11-19,F,25-34,windows,广东省,深圳市,广东省深圳市西湖区,设计师,regular
U000478,2025-10-25,F,35-44,android,北京市,北京市,北京市北京市武侯区,自由职业,regular
U000479,2025-10-17,F,45-54,windows,湖北省,武汉市,湖北省武汉市南山区,制造业,regular
U000480,2025-08-14,M,35-44,windows,福建省,厦门市,福建省厦门市浦东新区,金融从业者,regular
U000481,2025-10-22,M,18-24,android,江苏省,南京市,江苏省南京市南山区,医务工作者,regular
U000482,2025-08-07,M,25-34,ios,北京市,北京市,北京市北京市鼓楼区,设计师,regular
U000483,2025-11-20,F,25-34,android,浙江省,杭州市,浙江省杭州市鼓楼区,其他,regular
U000484,2025-10-28,M,45-54,windows,河南省,郑州市,河南省郑州市浦东新区,其他,regular
U000485,2025-09-16,M,45-54,windows,山东省,青岛市,山东省青岛市西湖区,学生,regular
U000486,2025-09-21,F,25-34,android,山东省,青岛市,山东省青岛市朝阳区,制造业,regular
U000487,2025-08-13,M,35-44,windows,广东省,深圳市,广东省深圳市朝阳区,企业管理,regular
U000488,2025-10-12,M,18-24,ios,北京市,北京市,北京市北京市朝阳区,设计师,regular
U000489,2025-08-06,F,25-34,mac,浙江省,杭州市,浙江省杭州市朝阳区,企业管理,regular
U000490,2025-10-13,F,35-44,mac,山东省,青岛市,山东省青岛市西湖区,金融从业者,regular
U000491,2025-08-26,F,18-24,windows,浙江省,杭州市,浙江省杭州市鼓楼区,其他,regular
U000492,2025-10-04,F,35-44,android,北京市,北京市,北京市北京市武侯区,设计师,regular
U000493,2025-10-11,F,25-34,mac,江苏省,南京市,江苏省南京市南山区,制造业,regular
U000494,2025-12-12,M,45-54,android,广东省,深圳市,广东省深圳市西湖区,其他,regular
U000495,2025-09-20,M,25-34,android,北京市,北京市,北京市北京市南山区,互联网从业者,regular
U000496,2025-12-09,M,35-44,mac,湖北省,武汉市,湖北省武汉市南山区,金融从业者,regular
U000497,2025-09-01,F,25-34,android,江苏省,南京市,江苏省南京市西湖区,学生,regular
U000498,2025-12-15,M,45-54,windows,山东省,青岛市,山东省青岛市朝阳区,互联网从业者,regular
U000499,2025-09-22,F,35-44,mac,河南省,郑州市,河南省郑州市浦东新区,学生,regular
U000500,2025-10-01,M,18-24,ios,河南省,郑州市,河南省郑州市南山区,学生,regular
U000501,2025-11-15,F,18-24,ios,浙江省,杭州市,浙江省杭州市朝阳区,金融从业者,regular
U000502,2025-11-17,F,35-44,android,浙江省,杭州市,浙江省杭州市鼓楼区,制造业,regular
U000503,2025-09-12,M,45-54,windows,浙江省,杭州市,浙江省杭州市朝阳区,金融从业者,regular
U000504,2025-12-10,M,45-54,mac,四川省,成都市,四川省成都市鼓楼区,医务工作者,regular
U000505,2025-08-20,F,18-24,mac,浙江省,杭州市,浙江省杭州市南山区,互联网从业者,regular
U000506,2025-09-09,M,25-34,android,湖北省,武汉市,湖北省武汉市武侯区,制造业,regular
U000507,2025-10-11,M,35-44,windows,广东省,深圳市,广东省深圳市浦东新区,医务工作者,regular
U000508,2025-12-02,M,18-24,android,河南省,郑州市,河南省郑州市南山区,自由职业,regular
U000509,2025-08-20,F,35-44,android,山东省,青岛市,山东省青岛市鼓楼区,其他,regular
U000510,2025-12-07,F,45-54,ios,北京市,北京市,北京市北京市南山区,学生,regular
U000511,2025-09-22,F,25-34,ios,江苏省,南京市,江苏省南京市朝阳区,其他,regular
U000512,2025-08-02,M,25-34,ios,浙江省,杭州市,浙江省杭州市南山区,金融从业者,regular
U000513,2025-09-02,M,45-54,windows,四川省,成都市,四川省成都市鼓楼区,教师,regular
U000514,2025-11-25,F,45-54,mac,山东省,青岛市,山东省青岛市西湖区,其他,regular
U000515,2025-08-03,M,25-34,ios,上海市,上海市,上海市上海市南山区,医务工作者,regular
U000516,2025-12-26,F,18-24,windows,广东省,深圳市,广东省深圳市西湖区,教师,regular
U000517,2025-08-22,F,35-44,ios,北京市,北京市,北京市北京市朝阳区,学生,regular
U000518,2025-10-16,M,25-34,ios,上海市,上海市,上海市上海市南山区,医务工作者,regular
U000519,2025-12-07,M,35-44,android,广东省,深圳市,广东省深圳市朝阳区,制造业,regular
U000520,2025-11-06,F,35-44,windows,山东省,青岛市,山东省青岛市鼓楼区,学生,regular
U000521,2025-11-05,M,35-44,mac,上海市,上海市,上海市上海市西湖区,自由职业,regular
U000522,2025-10-16,M,18-24,mac,河南省,郑州市,河南省郑州市浦东新区,设计师,regular
U000523,2025-12-14,M,18-24,windows,江苏省,南京市,江苏省南京市南山区,教师,regular
U000524,2025-09-11,M,18-24,android,湖北省,武汉市,湖北省武汉市朝阳区,制造业,regular
U000525,2025-12-27,F,18-24,mac,广东省,深圳市,广东省深圳市南山区,设计师,regular
U000526,2025-09-28,M,35-44,android,浙江省,杭州市,浙江省杭州市南山区,其他,regular
U000527,2025-09-16,M,45-54,android,江苏省,南京市,江苏省南京市朝阳区,教师,regular
U000528,2025-11-23,M,18-24,mac,广东省,深圳市,广东省深圳市朝阳区,设计师,regular
U000529,2025-11-08,M,35-44,android,北京市,北京市,北京市北京市西湖区,自由职业,regular
U000530,2025-08-26,F,35-44,ios,江苏省,南京市,江苏省南京市朝阳区,企业管理,regular
U000531,2025-12-14,F,35-44,mac,广东省,深圳市,广东省深圳市武侯区,自由职业,regular
U000532,2025-11-19,M,25-34,android,山东省,青岛市,山东省青岛市浦东新区,金融从业者,regular
U000533,2025-11-18,M,25-34,ios,四川省,成都市,四川省成都市武侯区,互联网从业者,regular
U000534,2025-10-07,F,25-34,ios,上海市,上海市,上海市上海市朝阳区,医务工作者,regular
U000535,2025-12-21,F,25-34,android,上海市,上海市,上海市上海市武侯区,教师,regular
U000536,2025-08-03,M,18-24,windows,江苏省,南京市,江苏省南京市鼓楼区,学生,regular
U000537,2025-10-27,F,45-54,android,山东省,青岛市,山东省青岛市南山区,企业管理,regular
U000538,2025-09-22,M,35-44,android,山东省,青岛市,山东省青岛市朝阳区,制造业,regular
U000539,2025-08-04,M,45-54,ios,北京市,北京市,北京市北京市西湖区,金融从业者,regular
U000540,2025-09-04,F,35-44,android,河南省,郑州市,河南省郑州市鼓楼区,金融从业者,regular
U000541,2025-12-14,F,18-24,ios,浙江省,杭州市,浙江省杭州市浦东新区,设计师,regular
U000542,2025-09-06,M,35-44,android,河南省,郑州市,河南省郑州市西湖区,其他,regular
U000543,2025-11-27,F,45-54,windows,上海市,上海市,上海市上海市浦东新区,教师,regular
U000544,2025-11-18,M,18-24,ios,江苏省,南京市,江苏省南京市鼓楼区,医务工作者,regular
U000545,2025-11-27,M,25-34,windows,四川省,成都市,四川省成都市朝阳区,互联网从业者,regular
U000546,2025-09-05,M,35-44,mac,福建省,厦门市,福建省厦门市朝阳区,自由职业,regular
U000547,2025-08-23,F,25-34,android,湖北省,武汉市,湖北省武汉市浦东新区,自由职业,regular
U000548,2025-10-12,M,18-24,windows,浙江省,杭州市,浙江省杭州市西湖区,企业管理,regular
U000549,2025-09-12,M,35-44,windows,福建省,厦门市,福建省厦门市武侯区,设计师,regular
U000550,2025-10-05,M,35-44,android,河南省,郑州市,河南省郑州市武侯区,金融从业者,regular
U000551,2025-10-20,M,45-54,android,湖北省,武汉市,湖北省武汉市浦东新区,教师,regular
U000552,2025-10-04,F,18-24,windows,四川省,成都市,四川省成都市浦东新区,金融从业者,regular
U000553,2025-09-10,F,45-54,windows,四川省,成都市,四川省成都市南山区,自由职业,regular
U000554,2025-08-14,M,35-44,mac,四川省,成都市,四川省成都市朝阳区,其他,regular
U000555,2025-11-03,F,45-54,ios,山东省,青岛市,山东省青岛市武侯区,教师,regular
U000556,2025-08-11,F,45-54,android,广东省,深圳市,广东省深圳市武侯区,医务工作者,regular
U000557,2025-09-16,F,25-34,android,河南省,郑州市,河南省郑州市西湖区,自由职业,regular
U000558,2025-08-14,M,45-54,android,湖北省,武汉市,湖北省武汉市浦东新区,其他,regular
U000559,2025-08-21,M,25-34,mac,山东省,青岛市,山东省青岛市浦东新区,制造业,regular
U000560,2025-12-17,M,18-24,ios,山东省,青岛市,山东省青岛市浦东新区,金融从业者,regular
U000561,2025-10-11,M,35-44,windows,北京市,北京市,北京市北京市南山区,自由职业,regular
U000562,2025-10-08,F,45-54,windows,四川省,成都市,四川省成都市朝阳区,自由职业,regular
U000563,2025-10-24,M,35-44,android,山东省,青岛市,山东省青岛市鼓楼区,教师,regular
U000564,2025-09-05,M,25-34,ios,北京市,北京市,北京市北京市南山区,企业管理,regular
U000565,2025-09-12,M,25-34,windows,河南省,郑州市,河南省郑州市浦东新区,其他,regular
U000566,2025-09-26,F,35-44,android,福建省,厦门市,福建省厦门市西湖区,金融从业者,regular
U000567,2025-11-28,M,18-24,mac,上海市,上海市,上海市上海市武侯区,设计师,regular
U000568,2025-12-10,M,25-34,windows,山东省,青岛市,山东省青岛市浦东新区,制造业,regular
U000569,2025-10-19,M,35-44,windows,上海市,上海市,上海市上海市武侯区,其他,regular
U000570,2025-09-09,M,35-44,ios,江苏省,南京市,江苏省南京市鼓楼区,企业管理,regular
U000571,2025-08-05,F,25-34,mac,浙江省,杭州市,浙江省杭州市西湖区,企业管理,regular
U000572,2025-08-06,M,18-24,ios,四川省,成都市,四川省成都市朝阳区,企业管理,regular
U000573,2025-12-16,M,45-54,mac,北京市,北京市,北京市北京市浦东新区,企业管理,regular
U000574,2025-09-10,F,45-54,ios,广东省,深圳市,广东省深圳市武侯区,金融从业者,regular
U000575,2025-08-21,M,25-34,windows,上海市,上海市,上海市上海市武侯区,医务工作者,regular
